"date","type","dead","injured","location","details","perpetrator","partOf"
"24","Suicide bombing","12 (+1)","17","Tunis, Tunisia","A bomb exploded on a bus packed with Tunisian presidential guards in the capital Tunis on Tuesday, killing at least 12 people in an attack one source said was probably the work of a suicide bomber.[39]","Islamic State[40]","ISIL insurgency in Tunisia"
"24","Car bomb","5","0","Tripoli, Libya","A car bomb kills five guards at a checkpoint east of the Libyan capital, Tripoli.","unknown","Libyan Civil War"
"24","Suicide bombing, car bombing, shooting","7","12","al-Arish, Egypt","2015 Arish attack: A day after the second round of parliamentary elections closes, militants attack a hotel housing election judges in the provincial capital of al-Arish in Egypt's North Sinai. At least seven people are killed and 12 others injured, including two judges. Islamic State's Wilayat Sinai branch claims responsibility.","Islamic State","Sinai Insurgency"
"24","Vehicular assault","0","4 (+1)","Kfar Tapuach, West Bank","Palestinian assailent rammed four patrolling Israeli soldiers in Tapuah Junction, 100 meters south to Kfar Tapuah in the West Bank. The attacker was shot and wounded by other forces in the area.[41]","Palestinian lone wolf","Israeli–Palestinian conflict"
"25","Melee attack","0 (+1)","1","South Hebron Hills, West Bank","The incident occurred near the Al-Fawwar refugee camp. A Palestinian man came out of his car armed with a knife and stabbed an Israeli soldier. The soldier, in his 20s, was seriously hurt. The assailant was shot by Israeli security forces and later succumbed to his wounds.[42]","Palestinian lone wolf","Israeli–Palestinian conflict"
"25","Raid, Arson","18","10","Wogom, Niger","Boko Haram militants coming from Nigeria, raided Wogom village in southeastern Niger, killing 18, wounding 10 and burning almost 100 houses.[43]","Boko Haram","Islamist insurgency in West Africa"
"26","Raid","1","3","Bogra, Bangladesh","Three millitants stormed a Shia mosque in a town in Bogra District, indiscriminately shot prayers, killed a cleric and wounded another three. Islamic State claimed responsibility for the attack.[44]","Islamic State","Internal conflict in Bangladesh"
"26","Shooting","0","0","Belfast, Northern Ireland","Gunmen opaned fire on a police car in Andersonstown area of Belfast. No one killed are injured in the incident. The New IRA claimed responsibility for the attack.[45][46]","New Irish Republican Army","Dissident Irish Republican campaign"
"27","Vehicular assault","0 (+1)","2","West Bank","A Palestinian driver attempted to ram over two Israeli soldiers who were standing in a bus stop near Maale Adumim wounding them both. He then exited the vehicle with a knife but was shot dead by locals.[47]","Palestinian lone wolf","Israeli–Palestinian conflict"
"27","Vehicular assault","0 (+1)","5","Beit Ummar, West Bank","A Palestinian driver rammed his vehicle on five stationed Israeli soldiers in Beit Ummar. Among the wounded was an IDF brigade operations officer. The attacker was shot dead by other forces in the scene. Following the attack, locals from the Beit Ummar refugee camp clashed with Israeli soldiers, throwing stones and petrol bombs at them.[47]","Palestinian lone wolf","Israeli–Palestinian conflict"
"27","Suicide bombing","21+ (+1)","unknown","Dakasoye, Nigeria","21 people are killed after a suicide bomber blew himself up in the crowds at a Shia Muslim procession near the north Nigerian city of Kano.[48] Boko Haram claimed responsibility for the attack.[49]","Boko Haram (suspected)","Boko Haram insurgency"
"27","Shooting Hostage-taking","3","9","Colorado Springs, Colorado, United States","Colorado Springs Planned Parenthood shooting: A shooting and five-hour standoff with police occurred at a Planned Parenthood clinic in Colorado Springs, Colorado. A police officer and two civilians were killed. Five officers and four civilians were injured. The suspected shooter, identified as Robert Lewis Dear, was captured alive after police convinced him to surrender. His motives appear to be political (specifically anti-abortion) in nature.[50][51][52]","Robert Lewis Dear(lone wolf)",""
"28","Shooting","4","0","Giza, Egypt","Gunmen killed four security personnel in an attack at a police checkpoint in Saqqara, near some of Egypt's historic pyramid sites, the Interior Ministry and three security sources said on Saturday.
One security source said the two attackers were riding a motor bike when they opened fire using machine guns at a police checkpoint in Saqqara, 22 miles south of Cairo.[53]
","Islamic State","Insurgency in Egypt"
"28","Artillery","3","20","Kidal, Mali","Unknown militants fired rockets on a MINUSMA peacekeeping forces base in northern Mali, killing two Guinean peacekeepers and a contractor from Burkina Faso. Ansar Dine claimed responsibility for the attack.[54]","Ansar Dine","Insurgency in the Maghreb"
"28","Suicide bombing","7","17","Tuz Khormato, Iraq","Suicide car bomb detonated on a police checkpoint near the entrance to a market in a predominant Shia town of Tuz Khormato in northern Iraq. Seven were killed, among the dead four policemen and 17 were wounded.[55]","Islamic State","Iraq Civil War"
"29","Melee attack","0 (+1)","1","East Jerusalem","A Palestinian man identified as Bassm Salah approached two patrolling policemen near Damascus Gate, stabbed one in the neck and was shot dead by other policemen.[56]","Bassm Salah (Palestinian lone wolf)","Israeli–Palestinian conflict"
"29","Melee attack","0","1","Jerusalem, Israel","A Palestinian man stabbed a woman in a bus stop, fled the scene and later caught by police.[56]","Palestinian lone wolf","Israeli–Palestinian conflict"
"30","Suicide bombing","9","21","Baghdad, Iraq","A suicide bomber detonated his explosives at a checkpoint along a route used by Shiite pilgrims in the northern Baghdad neighborhood of al-Shaab. killing nine people and wounding another 21, four soldiers who were guarding the route were among the dead. The victims took part in an annual Arba'een. The attack was attributed to Islamic State.[57]","Islamic State","Iraqi Civil War"
